season,team,rush_attempts,pass_rate,rush_rate,epa_per_pass,epa_per_rush,rush_success_rate,pass_success_rate,yards_per_carry,pct_off_10_personnel,pct_off_11_personnel,pct_off_12_personnel,pct_off_13_personnel,pct_off_21_personnel,pct_off_22_personnel,avg_box_count_on_rush,epa_per_rush_vs_base,epa_per_rush_vs_nickel,epa_per_rush_vs_dime,pct_def_base,pct_def_nickel,pct_def_dime,avg_db_weight,avg_lb_weight,avg_height_in_db,avg_height_in_lb,avg_forty_lb,avg_forty_db,team_rushing_rank,run_first_label
2011,MIN,443,0.558,0.442,-0.149000004,0.082999997,0.422,0.376,5.239999771,0,0,0,0,0,0,,,,,0,0,0,199.2,237.3,71.3,73.7,4.674,4.484,2,pass_first
2011,NE,504,0.6,0.4,0.301999986,0.052999999,0.462,0.552,4.179999828,0,0,0,0,0,0,,,,,0,0,0,199.8,245.1,71.4,73.9,4.674,4.484,4,pass_first
2011,NO,475,0.627,0.373,0.307000011,0.046999998,0.474,0.551,4.960000038,0,0,0,0,0,0,,,,,0,0,0,193.4,235.9,71.9,73.5,4.674,4.484,5,pass_first
2011,NYG,501,0.612,0.388,0.165999994,-0.103,0.375,0.479,3.839999914,0,0,0,0,0,0,,,,,0,0,0,204,242.2,72.1,74.7,4.674,4.484,27,pass_first
2011,NYJ,436,0.573,0.427,-0.123999998,-0.057999998,0.383,0.398,3.900000095,0,0,0,0,0,0,,,,,0,0,0,195.6,249.8,70.8,74.5,4.674,4.484,17,pass_first
2011,PHI,438,0.57,0.43,0.039000001,0.082000002,0.466,0.473,5.230000019,0,0,0,0,0,0,,,,,0,0,0,197.6,233.2,71.7,72.3,4.674,4.484,3,pass_first
2011,PIT,441,0.586,0.414,0.118000001,-0.016000001,0.429,0.466,4.699999809,0,0,0,0,0,0,,,,,0,0,0,198.8,245.2,72,73.4,4.674,4.484,7,pass_first
2011,SEA,435,0.562,0.438,-0.059999999,-0.098999999,0.356,0.412,4.059999943,0,0,0,0,0,0,,,,,0,0,0,206.3,238.4,72.2,73.3,4.674,4.484,24,pass_first
2011,SF,529,0.519,0.481,0.039000001,-0.059,0.389,0.412,4.449999809,0,0,0,0,0,0,,,,,0,0,0,198.9,247.8,71.9,73.4,4.674,4.484,18,run_first
2011,TB,337,0.648,0.352,-0.108000003,-0.115000002,0.398,0.445,4.349999905,0,0,0,0,0,0,,,,,0,0,0,196.1,238.9,71.7,73.7,4.674,4.484,29,pass_first
2011,TEN,364,0.625,0.375,0.002,-0.112000003,0.332,0.431,3.99000001,0,0,0,0,0,0,,,,,0,0,0,196.7,238.5,72,74,4.674,4.484,28,pass_first
2011,WAS,388,0.62,0.38,-0.071999997,-0.045000002,0.397,0.426,4.130000114,0,0,0,0,0,0,,,,,0,0,0,199.5,254.1,71.1,74.1,4.674,4.484,14,pass_first
2012,ARI,348,0.656,0.344,-0.289000005,-0.207000002,0.31,0.368,3.470000029,0,0,0,0,0,0,,,,,0,0,0,,,,,4.665,4.483,32,pass_first
2012,ATL,415,0.635,0.365,0.221000001,-0.130999997,0.354,0.525,4,0,0,0,0,0,0,,,,,0,0,0,196.1,233.8,70.9,73.2,4.665,4.483,30,pass_first
2012,BAL,566,0.564,0.436,0.077,-0.041000001,0.375,0.435,4.340000153,0,0,0,0,0,0,,,,,0,0,0,,,,,4.665,4.483,16,pass_first
2012,BUF,432,0.556,0.444,-0.024,0.007,0.419,0.42,5.150000095,0,0,0,0,0,0,,,,,0,0,0,199.1,239.8,71.2,74.2,4.665,4.483,9,pass_first
2012,CAR,452,0.537,0.463,0.107000001,0.035999998,0.442,0.445,4.650000095,0,0,0,0,0,0,,,,,0,0,0,199.6,238.8,71.4,73.6,4.665,4.483,5,run_first
2012,CHI,452,0.54,0.46,-0.077,-0.033,0.381,0.402,4.400000095,0,0,0,0,0,0,,,,,0,0,0,197,238.8,71.9,73.6,4.665,4.483,14,run_first
2012,CIN,427,0.59,0.41,-0.039999999,0.012,0.375,0.437,4.320000172,0,0,0,0,0,0,,,,,0,0,0,203.4,248.4,72.4,74.5,4.665,4.483,8,pass_first
2012,CLE,390,0.606,0.394,-0.089000002,-0.035,0.372,0.413,4.099999905,0,0,0,0,0,0,,,,,0,0,0,,,,,4.665,4.483,15,pass_first
2012,DAL,342,0.67,0.33,0.119000003,-0.082000002,0.401,0.512,3.769999981,0,0,0,0,0,0,,,,,0,0,0,202.5,246.7,71.5,74.8,4.665,4.483,22,pass_first
2012,DEN,498,0.567,0.433,0.232999995,-0.088,0.408,0.53,4,0,0,0,0,0,0,,,,,0,0,0,193.6,237.2,71,73.2,4.665,4.483,25,pass_first
2012,DET,387,0.664,0.336,0.029999999,-0.082000002,0.403,0.473,4.179999828,0,0,0,0,0,0,,,,,0,0,0,197,235.8,71.6,73,4.665,4.483,22,pass_first
2012,GB,464,0.596,0.404,0.185000002,-0.045000002,0.369,0.507,4.099999905,0,0,0,0,0,0,,,,,0,0,0,197.1,247.9,71.9,74.2,4.665,4.483,17,pass_first
2012,HOU,551,0.549,0.451,0.120999999,-0.017000001,0.394,0.477,4.349999905,0,0,0,0,0,0,,,,,0,0,0,,,,,4.665,4.483,13,run_first
2012,IND,452,0.614,0.386,0.005,0.003,0.44,0.441,4.070000172,0,0,0,0,0,0,,,,,0,0,0,198.3,249.8,71.3,73.1,4.665,4.483,10,pass_first
2012,JAX,355,0.642,0.358,-0.138999999,-0.112999998,0.366,0.398,3.880000114,0,0,0,0,0,0,,,,,0,0,0,199.3,238.5,71.7,73.6,4.665,4.483,26,pass_first
2012,KC,495,0.507,0.493,-0.245000005,-0.050000001,0.418,0.385,4.849999905,0,0,0,0,0,0,,,,,0,0,0,199.6,248.5,72.1,74.6,4.665,4.483,18,run_first
2012,LA,398,0.597,0.403,0.002,-0.068000004,0.392,0.453,4.340000153,0,0,0,0,0,0,,,,,0,0,0,,,,,4.665,4.483,20,pass_first
2012,LAC,403,0.588,0.412,-0.012,-0.126000002,0.362,0.443,3.650000095,0,0,0,0,0,0,,,,,0,0,0,,,,,4.665,4.483,28,pass_first
2012,LV,373,0.637,0.363,-0.002,-0.185000002,0.349,0.437,3.819999933,0,0,0,0,0,0,,,,,0,0,0,,,,,4.665,4.483,31,pass_first
2012,MIA,420,0.563,0.437,-0.061000001,-0.075000003,0.405,0.431,4.329999924,0,0,0,0,0,0,,,,,0,0,0,202.9,249,72.4,75,4.665,4.483,21,pass_first
2012,MIN,500,0.523,0.477,-0.041000001,0.030999999,0.418,0.412,5.639999866,0,0,0,0,0,0,,,,,0,0,0,196,242,71.7,74.1,4.665,4.483,6,run_first
2012,NE,566,0.573,0.427,0.256000012,0.041000001,0.466,0.534,4.28000021,0,0,0,0,0,0,,,,,0,0,0,202.2,251.5,70.9,73.6,4.665,4.483,3,pass_first
2012,NO,358,0.66,0.34,0.143999994,-0.013,0.402,0.504,4.449999809,0,0,0,0,0,0,,,,,0,0,0,196.8,238,71.7,73,4.665,4.483,12,pass_first
2012,NYG,397,0.585,0.415,0.101000004,0.017000001,0.423,0.481,4.730000019,0,0,0,0,0,0,,,,,0,0,0,200.3,240,71.7,75.3,4.665,4.483,7,pass_first
2012,NYJ,489,0.524,0.476,-0.197999999,-0.050999999,0.393,0.408,3.890000105,0,0,0,0,0,0,,,,,0,0,0,199.4,249.4,71.4,74.6,4.665,4.483,19,run_first
2012,PHI,407,0.62,0.38,-0.050000001,-0.123999998,0.457,0.405,4.619999886,0,0,0,0,0,0,,,,,0,0,0,195.4,240.2,71.7,72.4,4.665,4.483,27,pass_first
2012,PIT,404,0.6,0.4,0.068000004,-0.126000002,0.339,0.471,3.829999924,0,0,0,0,0,0,,,,,0,0,0,199.4,246,72.1,73.7,4.665,4.483,28,pass_first
2012,SEA,586,0.464,0.536,0.202000007,0.039999999,0.44,0.484,5.019999981,0,0,0,0,0,0,,,,,0,0,0,205,235.3,72.3,73.3,4.665,4.483,4,run_first
2012,SF,576,0.494,0.506,0.165999994,0.109999999,0.491,0.481,5.5,0,0,0,0,0,0,,,,,0,0,0,196.9,248.3,71.4,73.9,4.665,4.483,1,run_first
2012,TB,407,0.593,0.407,0.044,-0.006,0.408,0.412,4.570000172,0,0,0,0,0,0,,,,,0,0,0,193.9,240.8,71.1,73.5,4.665,4.483,11,pass_first
2012,TEN,371,0.61,0.39,-0.100000001,-0.086999997,0.35,0.393,4.570000172,0,0,0,0,0,0,,,,,0,0,0,198.3,241.2,71.9,73.9,4.665,4.483,24,pass_first
2012,WAS,533,0.486,0.514,0.172999993,0.086000003,0.465,0.46,5.300000191,0,0,0,0,0,0,,,,,0,0,0,197.9,250.7,71.6,74.2,4.665,4.483,2,run_first
2013,ARI,403,0.605,0.395,0.002,-0.096000001,0.342,0.449,3.880000114,0,0,0,0,0,0,,,,,0,0,0,,,,,4.671,4.485,25,pass_first
2013,ATL,314,0.691,0.309,0.027000001,-0.071999997,0.389,0.463,4.019999981,0,0,0,0,0,0,,,,,0,0,0,198.6,235.6,71.6,73.6,4.671,4.485,23,pass_first
2013,BAL,416,0.616,0.384,-0.064999998,-0.195999995,0.308,0.388,3.210000038,0,0,0,0,0,0,,,,,0,0,0,,,,,4.671,4.485,31,pass_first
2013,BUF,528,0.52,0.48,-0.150000006,-0.017000001,0.384,0.398,4.429999828,0,0,0,0,0,0,,,,,0,0,0,191.9,245,70.6,74.7,4.671,4.485,9,run_first
2013,CAR,492,0.525,0.475,0.054000001,0.029999999,0.407,0.449,4.340000153,0,0,0,0,0,0,,,,,0,0,0,201.8,238.2,71.4,73.4,4.671,4.485,5,run_first
2013,CHI,395,0.607,0.393,0.136999995,-0.001,0.395,0.491,4.659999847,0,0,0,0,0,0,,,,,0,0,0,198.2,240.9,72.1,73.2,4.671,4.485,8,pass_first
2013,CIN,486,0.579,0.421,0.057,-0.059999999,0.393,0.463,3.869999886,0,0,0,0,0,0,,,,,0,0,0,198.8,249.8,72,73.3,4.671,4.485,21,pass_first
2013,CLE,343,0.68,0.32,-0.094999999,-0.034000002,0.399,0.385,4.039999962,0,0,0,0,0,0,,,,,0,0,0,,,,,4.671,4.485,17,pass_first
2013,DAL,327,0.656,0.344,0.067000002,0.033,0.462,0.47,4.630000114,0,0,0,0,0,0,,,,,0,0,0,202.7,238,71.9,73.2,4.671,4.485,4,pass_first
2013,DEN,511,0.618,0.382,0.31400001,-0.023,0.425,0.549,4.239999771,0,0,0,0,0,0,,,,,0,0,0,198.9,242.7,71.7,73.4,4.671,4.485,13,pass_first
2013,DET,433,0.603,0.397,0.061000001,-0.101999998,0.39,0.457,4.170000076,0,0,0,0,0,0,,,,,0,0,0,195.1,234.6,71.8,73.3,4.671,4.485,26,pass_first
2013,GB,476,0.576,0.424,0.081,0.043000001,0.433,0.471,4.78000021,0,0,0,0,0,0,,,,,0,0,0,196.7,248.3,71.7,74.3,4.671,4.485,3,pass_first
2013,HOU,414,0.619,0.381,-0.140000001,-0.068000004,0.401,0.406,4.21999979,0,0,0,0,0,0,,,,,0,0,0,,,,,4.671,4.485,22,pass_first
2013,IND,429,0.623,0.377,0.048999999,0.004,0.408,0.454,4.5,0,0,0,0,0,0,,,,,0,0,0,203.2,250.4,71.7,73.6,4.671,4.485,7,pass_first
2013,JAX,376,0.631,0.369,-0.166999996,-0.172999993,0.332,0.406,3.359999895,0,0,0,0,0,0,,,,,0,0,0,203.6,234.1,71.9,73,4.671,4.485,30,pass_first
2013,KC,455,0.581,0.419,0.046,0.029999999,0.413,0.433,4.880000114,0,0,0,0,0,0,,,,,0,0,0,201.7,249.1,71.8,74.3,4.671,4.485,5,pass_first
2013,LA,414,0.567,0.433,-0.068000004,-0.109999999,0.36,0.429,4.28000021,0,0,0,0,0,0,,,,,0,0,0,,,,,4.671,4.485,27,pass_first
2013,LAC,537,0.536,0.464,0.27700001,-0.017999999,0.397,0.525,4.159999847,0,0,0,0,0,0,,,,,0,0,0,,,,,4.671,4.485,10,run_first
2013,LV,429,0.567,0.433,-0.078000002,-0.044,0.366,0.409,4.679999828,0,0,0,0,0,0,,,,,0,0,0,,,,,4.671,4.485,19,pass_first
2013,MIA,340,0.656,0.344,-0.005,-0.115999997,0.359,0.433,4.260000229,0,0,0,0,0,0,,,,,0,0,0,200.3,247.5,71.3,74.1,4.671,4.485,28,pass_first
2013,MIN,415,0.587,0.413,-0.101999998,0.050999999,0.4,0.411,5.03000021,0,0,0,0,0,0,,,,,0,0,0,198.6,241,72,74.2,4.671,4.485,2,pass_first
2013,NE,516,0.587,0.413,0.111000001,-0.026000001,0.442,0.471,4.619999886,0,0,0,0,0,0,,,,,0,0,0,200.7,249.3,71,74.2,4.671,4.485,16,pass_first
2013,NO,433,0.637,0.363,0.196999997,-0.021,0.43,0.501,4.139999866,0,0,0,0,0,0,,,,,0,0,0,199,246.1,71.8,73.3,4.671,4.485,12,pass_first
2013,NYG,373,0.619,0.381,-0.126000002,-0.203999996,0.359,0.42,3.599999905,0,0,0,0,0,0,,,,,0,0,0,198.9,234.8,71.8,73.3,4.671,4.485,32,pass_first
2013,NYJ,485,0.52,0.48,-0.148000002,-0.050000001,0.359,0.395,4.460000038,0,0,0,0,0,0,,,,,0,0,0,198,256.5,71.4,75,4.671,4.485,20,run_first
2013,PHI,503,0.541,0.459,0.137999997,0.057,0.473,0.449,5.320000172,0,0,0,0,0,0,,,,,0,0,0,198.2,251,71.3,73.7,4.671,4.485,1,run_first
2013,PIT,385,0.618,0.382,0.093999997,-0.147,0.351,0.471,3.630000114,0,0,0,0,0,0,,,,,0,0,0,199.1,243.7,71.3,73.6,4.671,4.485,29,pass_first
2013,SEA,581,0.481,0.519,0.155000001,-0.034000002,0.408,0.471,4.539999962,0,0,0,0,0,0,,,,,0,0,0,205.4,234.7,72.5,73.2,4.671,4.485,17,run_first
2013,SF,580,0.485,0.515,0.112000003,-0.025,0.403,0.432,4.610000134,0,0,0,0,0,0,,,,,0,0,0,199.6,247.6,71.3,73.6,4.671,4.485,15,run_first
2013,TB,411,0.577,0.423,-0.097999997,-0.093999997,0.336,0.394,4,0,0,0,0,0,0,,,,,0,0,0,199.2,236.8,71.9,73.3,4.671,4.485,24,pass_first
2013,TEN,452,0.556,0.444,0.057999998,-0.017999999,0.412,0.431,4.21999979,0,0,0,0,0,0,,,,,0,0,0,203.2,243.6,72.2,73.8,4.671,4.485,10,pass_first
2013,WAS,451,0.592,0.408,-0.066,-0.024,0.437,0.414,4.809999943,0,0,0,0,0,0,,,,,0,0,0,199.5,250.2,71,73.9,4.671,4.485,14,pass_first
2014,ARI,400,0.612,0.388,-0.013,-0.150000006,0.345,0.392,3.390000105,0,0,0,0,0,0,,,,,0,0,0,,,,,4.676,4.492,31,pass_first
2014,ATL,369,0.641,0.359,0.082000002,-0.119999997,0.352,0.492,4.070000172,0,0,0,0,0,0,,,,,0,0,0,200.7,237.9,70.8,73.2,4.676,4.492,24,pass_first
2014,BAL,482,0.572,0.428,0.128000006,-0.028999999,0.392,0.479,4.630000114,0,0,0,0,0,0,,,,,0,0,0,,,,,4.676,4.492,9,pass_first
2014,BUF,392,0.611,0.389,-0.033,-0.137999997,0.375,0.433,3.829999924,0,0,0,0,0,0,,,,,0,0,0,194,243.5,71.2,73.9,4.676,4.492,29,pass_first
2014,CAR,536,0.551,0.449,-0.009,-0.046999998,0.424,0.449,4.409999847,0,0,0,0,0,0,,,,,0,0,0,200.2,240.8,72.6,73.7,4.676,4.492,12,pass_first
2014,CHI,343,0.656,0.344,-0.082000002,-0.028000001,0.426,0.445,4.239999771,0,0,0,0,0,0,,,,,0,0,0,198.4,240.7,71.9,73.2,4.676,4.492,8,pass_first
2014,CIN,500,0.531,0.469,-0.050000001,-0.007,0.39,0.442,4.539999962,0,0,0,0,0,0,,,,,0,0,0,202.7,247.2,72,73.7,4.676,4.492,3,run_first
2014,CLE,472,0.53,0.47,-0.041000001,-0.126000002,0.337,0.403,3.670000076,0,0,0,0,0,0,,,,,0,0,0,,,,,4.676,4.492,25,run_first
2014,DAL,541,0.511,0.489,0.247999996,-0.023,0.42,0.512,4.789999962,0,0,0,0,0,0,,,,,0,0,0,204,240.2,71.6,74,4.676,4.492,7,run_first
2014,DEN,442,0.603,0.397,0.153999999,-0.028999999,0.41,0.487,4.28000021,0,0,0,0,0,0,,,,,0,0,0,198,240.5,71.3,73.4,4.676,4.492,9,pass_first
2014,DET,400,0.634,0.366,0.050999999,-0.108000003,0.36,0.444,3.819999933,0,0,0,0,0,0,,,,,0,0,0,200.7,238.1,72.4,73.5,4.676,4.492,22,pass_first
2014,GB,471,0.576,0.424,0.238000005,-0.044,0.403,0.508,4.670000076,0,0,0,0,0,0,,,,,0,0,0,199.1,255.3,71.9,74.7,4.676,4.492,11,pass_first
2014,HOU,533,0.488,0.512,0.004,-0.071999997,0.355,0.445,4.090000153,0,0,0,0,0,0,,,,,0,0,0,,,,,4.676,4.492,17,run_first
2014,IND,465,0.636,0.364,0.089000002,-0.131999999,0.417,0.458,4.139999866,0,0,0,0,0,0,,,,,0,0,0,202.7,249.1,71.6,73.5,4.676,4.492,28,pass_first
2014,JAX,357,0.639,0.361,-0.246000007,-0.059,0.364,0.365,4.579999924,0,0,0,0,0,0,,,,,0,0,0,200.9,232.8,72.7,73.3,4.676,4.492,15,pass_first
2014,KC,412,0.569,0.431,0.057999998,-0.01,0.396,0.445,4.670000076,0,0,0,0,0,0,,,,,0,0,0,201.9,251.3,72.1,74,4.676,4.492,5,pass_first
2014,LA,386,0.592,0.408,-0.097999997,-0.148000002,0.358,0.463,4.260000229,0,0,0,0,0,0,,,,,0,0,0,,,,,4.676,4.492,30,pass_first
2014,LAC,395,0.607,0.393,0.103,-0.130999997,0.344,0.48,3.470000029,0,0,0,0,0,0,,,,,0,0,0,,,,,4.676,4.492,27,pass_first
